,명사_숫자
44,"[('아이', 78), ('애', 30), ('아들', 28), ('미니', 26), ('특공대', 26), ('극장판', 19), ('티비', 19), ('영화', 17), ('그냥', 16), ('살', 16), ('스토리', 16), ('집중', 14), ('내용', 11), ('중간', 10), ('편', 10), ('우리', 8), ('재미', 8), ('개', 8), ('거', 8), ('에피소드', 8), ('어른', 8), ('더', 7), ('저', 7), ('느낌', 7), ('요', 7), ('액션', 7), ('악당', 6), ('영화관', 6), ('피', 6), ('규어', 6), ('듯', 6), ('돈', 6), ('딸', 5), ('조카', 5), ('시리즈', 5), ('세', 5), ('업그레이드', 5), ('것', 5), ('집', 5), ('뭐', 5), ('별로', 5), ('달라', 5), ('조금', 4), ('완전', 4), ('진짜', 4), ('단편', 4), ('연속', 4), ('대요', 4), ('처음', 4), ('애가', 4), ('방영', 4), ('약간', 4), ('이', 4), ('극장', 4), ('또', 3), ('장난감', 3), ('역시', 3), ('그래픽', 3), ('하나', 3), ('개봉', 3), ('좀', 3), ('해', 3), ('번', 3), ('걸', 3), ('언제', 3), ('노래', 3), ('시간', 3), ('보고', 3), ('용이', 3), ('만화', 3), ('선물', 3), ('바로', 3), ('소리', 3), ('특', 3), ('로봇', 3), ('눈높이', 3), ('이건', 3), ('애니메이션', 3), ('추천', 3), ('엄마', 3), ('끝', 3), ('최고', 3), ('무기', 3), ('지루함', 2), ('반복', 2), ('정말', 2), ('짱', 2), ('덕분', 2), ('세번', 2), ('애기', 2), ('아기', 2), ('차이', 2), ('매번', 2), ('처럼', 2), ('껄', 2), ('평소', 2), ('디자인', 2), ('만족', 2), ('꼭', 2), ('아주', 2)]"
45,"[('영화', 979), ('원작', 563), ('웹툰', 299), ('연기', 248), ('배우', 167), ('진짜', 165), ('미래', 159), ('생각', 151), ('위로', 138), ('보고', 134), ('힐링', 134), ('정말', 129), ('것', 124), ('내용', 121), ('사람', 107), ('감동', 102), ('이', 95), ('마음', 85), ('재희', 82), ('마지막', 77), ('왜', 76), ('더', 74), ('안', 71), ('부분', 71), ('수', 69), ('스토리', 68), ('말', 68), ('점', 66), ('김준면', 65), ('느낌', 64), ('시간', 63), ('때', 63), ('눈물', 63), ('추천', 60), ('거', 57), ('내', 56), ('장면', 56), ('그냥', 56), ('저', 56), ('돈', 54), ('캐릭터', 51), ('볼', 51), ('나', 50), ('친구', 50), ('다른', 49), ('그', 49), ('좀', 49), ('연출', 48), ('어도', 47), ('환희', 47), ('중간', 46), ('이해', 44), ('알바', 44), ('여중생', 43), ('꼭', 43), ('정도', 42), ('영화로', 42), ('기대', 41), ('보지', 39), ('실망', 38), ('감독', 38), ('난', 38), ('이야기', 38), ('별로', 38), ('선생님', 37), ('걸', 36), ('수호', 36), ('평점', 35), ('인생', 34), ('조금', 34), ('담임', 34), ('뭐', 34), ('가슴', 34), ('개연', 34), ('땐', 34), ('하나', 33), ('도', 33), ('한번', 33), ('팬', 32), ('학생', 32), ('처음', 32), ('이건', 31), ('각색', 31), ('작품', 31), ('왕따', 30), ('백합', 30), ('최악', 30), ('보기', 29), ('전혀', 29), ('공감', 29), ('자체', 28), ('내내', 28), ('못', 28), ('완전', 27), ('현실', 27), ('재미', 27), ('만', 27), ('제', 26), ('분', 25), ('자극', 25)]"
46,"[('아이', 86), ('번개', 64), ('맨', 45), ('영화', 26), ('노래', 23), ('뮤지컬', 20), ('또', 14), ('더', 13), ('정말', 13), ('보고', 13), ('음악', 12), ('저', 11), ('살', 11), ('추억', 10), ('아들', 9), ('애', 9), ('최고', 9), ('완전', 8), ('역시', 8), ('진짜', 7), ('딸', 7), ('시간', 7), ('영화로', 6), ('나', 6), ('감동', 6), ('집중', 6), ('강', 6), ('어른', 5), ('우리', 5), ('내용', 5), ('중간', 5), ('시사회', 5), ('신비', 4), ('티비', 4), ('체조', 4), ('요', 4), ('마지막', 4), ('재미', 4), ('공연', 4), ('해', 4), ('스토리', 4), ('파워', 4), ('초집', 4), ('섬', 3), ('평론가', 3), ('평점', 3), ('짱', 3), ('그냥', 3), ('엄마', 3), ('계속', 3), ('걸', 3), ('개봉', 3), ('집', 3), ('추천', 3), ('아기', 3), ('한번', 3), ('다시', 3), ('다른', 3), ('번', 3), ('사랑', 3), ('응원', 3), ('스크린', 3), ('이야기', 2), ('작품', 2), ('살딸', 2), ('어린이', 2), ('시작', 2), ('좀', 2), ('함', 2), ('기대', 2), ('아침', 2), ('친구', 2), ('보지', 2), ('처', 2), ('못', 2), ('내', 2), ('차라리', 2), ('줄', 2), ('코', 2), ('피오', 2), ('처음', 2), ('우뢰매', 2), ('말', 2), ('별로', 2), ('다음', 2), ('뻔', 2), ('전', 2), ('부분', 2), ('깔깔', 2), ('웃기', 2), ('도하', 2), ('자꾸', 2), ('내내', 2), ('딸아이', 2), ('체', 2), ('영화관', 2), ('오늘', 2), ('주말', 2), ('수', 2), ('외치', 2)]"
47,"[('아이', 1773), ('뽀로로', 501), ('살', 473), ('영화', 323), ('아들', 312), ('애', 254), ('집중', 245), ('어른', 234), ('중간', 163), ('역시', 162), ('보기', 155), ('공룡', 153), ('노래', 153), ('시간', 148), ('정말', 147), ('저', 139), ('딸', 132), ('더', 129), ('세', 128), ('또', 127), ('보고', 126), ('개월', 120), ('관람', 119), ('아기', 116), ('최고', 106), ('통령', 96), ('뽀', 95), ('극장판', 91), ('재미', 85), ('끝', 83), ('애기', 82), ('우리', 82), ('처음', 76), ('내용', 74), ('제', 71), ('밤', 71), ('극장', 68), ('스토리', 68), ('때', 62), ('아주', 61), ('좀', 54), ('볼', 54), ('엄마', 53), ('춤', 53), ('영화관', 52), ('생각', 51), ('추천', 51), ('조금', 51), ('딸아이', 48), ('재미나', 47), ('친구', 46), ('완전', 45), ('요', 44), ('도', 43), ('한번', 40), ('무척', 40), ('첫', 39), ('데리', 39), ('로봇', 38), ('모두', 38), ('모험', 35), ('점', 35), ('것', 34), ('내내', 33), ('다음', 33), ('둘', 33), ('해', 32), ('아빠', 30), ('제일', 30), ('진짜', 30), ('음악', 30), ('걱정', 30), ('어린이', 29), ('수', 29), ('재밋', 29), ('잼', 29), ('집', 28), ('캐릭터', 28), ('계속', 28), ('상영', 28), ('조카', 28), ('장면', 28), ('가족', 28), ('뽀통령', 27), ('악당', 27), ('깔깔', 27), ('부분', 26), ('이번', 26), ('말', 25), ('정도', 25), ('웃음', 25), ('시리즈', 23), ('중', 23), ('기대', 23), ('마지막', 22), ('난리', 21), ('햇', 21), ('크리스마스', 21), ('눈', 21), ('꼭', 20)]"
48,"[('영화', 309), ('배우', 93), ('진짜', 89), ('연기', 79), ('돈', 77), ('평점', 65), ('이경영', 59), ('생각', 48), ('점', 47), ('볼', 47), ('스토리', 41), ('시간', 40), ('김무열', 39), ('알바', 38), ('재미', 36), ('이', 36), ('감독', 35), ('그냥', 35), ('정도', 33), ('보고', 32), ('것', 31), ('정말', 30), ('왜', 29), ('캐릭터', 26), ('코미디', 25), ('킬링타임', 25), ('더', 25), ('좀', 25), ('내', 25), ('사람', 24), ('나름', 24), ('웃기', 23), ('코믹', 23), ('용', 22), ('개', 22), ('기대', 21), ('노잼', 21), ('거', 21), ('한국', 20), ('난', 20), ('뭐', 19), ('보기', 19), ('웃음', 19), ('간만', 18), ('수', 18), ('킬러', 18), ('하나', 18), ('듯', 17), ('급', 17), ('만', 17), ('박희순', 16), ('함', 16), ('나', 16), ('말', 16), ('느낌', 15), ('안', 15), ('오락', 15), ('이건', 15), ('최고', 14), ('때', 14), ('장면', 14), ('한국영', 14), ('걸', 14), ('블랙코미디', 13), ('전광렬', 13), ('저', 13), ('완전', 13), ('꼭', 13), ('중간', 13), ('때문', 12), ('추천', 12), ('댓글', 12), ('현실', 12), ('몰입', 12), ('영화로', 11), ('쓰레기', 11), ('대안', 11), ('줄', 11), ('시나리오', 11), ('꿀잼', 11), ('최악', 11), ('작품', 11), ('요즘', 11), ('제일', 11), ('전', 10), ('임', 10), ('별로', 10), ('내용', 10), ('이상', 10), ('뭔가', 10), ('역시', 10), ('처음', 10), ('도', 10), ('인생', 9), ('초반', 9), ('마지막', 9), ('내내', 9), ('개인', 9), ('서울', 9), ('택배', 9)]"
49,"[('영화', 116), ('팬', 96), ('콘서트', 95), ('젝키', 76), ('감동', 75), ('젝스키스', 55), ('수', 53), ('모습', 50), ('스크린', 35), ('영상', 30), ('현장', 29), ('무대', 28), ('그', 25), ('엑스', 25), ('생각', 24), ('실황', 23), ('다시', 23), ('볼', 22), ('멤버', 22), ('정말', 22), ('준비', 21), ('것', 21), ('노력', 20), ('진짜', 19), ('또', 18), ('느낌', 18), ('사랑', 18), ('앨범', 17), ('시간', 17), ('꼭', 17), ('아이돌', 16), ('더', 16), ('보고', 16), ('재미', 16), ('중간', 15), ('기분', 15), ('다큐', 14), ('스토리', 14), ('웃음', 14), ('과정', 14), ('라면', 14), ('추천', 14), ('감', 14), ('주년', 13), ('집', 13), ('음악', 13), ('장면', 13), ('가수', 13), ('고민', 12), ('얼마나', 12), ('하나', 12), ('공연', 12), ('위해', 12), ('콘서트장', 11), ('이', 11), ('듯', 11), ('최고', 11), ('누군가', 11), ('알', 10), ('점', 10), ('한번', 10), ('관람', 10), ('마음', 10), ('평점', 9), ('이야기', 9), ('우리', 9), ('지금', 9), ('예능', 9), ('오빠', 9), ('앞', 9), ('옐키', 9), ('말', 8), ('온', 8), ('위', 8), ('서로', 8), ('포인트', 8), ('거', 7), ('모두', 7), ('역시', 7), ('사람', 7), ('무엇', 7), ('눈물', 7), ('뒤', 7), ('대한', 7), ('틴', 6), ('눈', 6), ('자체', 6), ('사운드', 6), ('가득', 6), ('에피소드', 6), ('관', 6), ('인터뷰', 6), ('때', 6), ('게', 6), ('드', 6), ('진심', 6), ('못', 6), ('얼굴', 6), ('공연장', 6), ('에이', 5)]"
50,"[('영화', 395), ('남규리', 146), ('진짜', 135), ('연기', 109), ('점', 82), ('배우', 76), ('최악', 75), ('이', 74), ('스토리', 71), ('볼', 67), ('스릴러', 67), ('감독', 62), ('생각', 56), ('평점', 54), ('거', 54), ('처음', 52), ('정도', 50), ('돈', 48), ('뭐', 46), ('공포', 45), ('좀', 44), ('소리', 44), ('왜', 44), ('정말', 43), ('더', 43), ('것', 42), ('그냥', 40), ('반전', 40), ('보고', 40), ('연출', 39), ('시간', 39), ('내', 36), ('내용', 36), ('나름', 34), ('하나', 32), ('개연', 31), ('개', 31), ('마지막', 31), ('이천희', 31), ('사람', 30), ('수', 30), ('초반', 30), ('이건', 29), ('기대', 29), ('장면', 29), ('안', 28), ('걸', 27), ('말', 27), ('알바', 26), ('노잼', 26), ('줄', 25), ('임', 25), ('공포영화', 24), ('긴장감', 24), ('스릴', 24), ('음향', 23), ('연기력', 23), ('욕', 22), ('리얼', 22), ('보기', 22), ('끝', 21), ('느낌', 21), ('함', 21), ('별로', 21), ('못', 20), ('작품', 20), ('영화관', 20), ('나', 20), ('진심', 20), ('때', 19), ('저', 18), ('급', 18), ('깜짝', 18), ('듯', 17), ('쓰레기', 17), ('무슨', 17), ('키', 17), ('때문', 16), ('이영화', 16), ('심장', 16), ('봄', 16), ('최고', 15), ('이해', 15), ('그', 15), ('결말', 15), ('대박', 15), ('중간', 15), ('난', 15), ('수준', 14), ('꼭', 14), ('만', 14), ('갑툭튀', 14), ('시작', 14), ('게', 14), ('차라리', 14), ('클레멘타인', 14), ('귀신', 14), ('한국', 14), ('부분', 13), ('도', 13)]"
51,"[('영화', 196), ('감동', 66), ('부모님', 54), ('생각', 48), ('배우', 37), ('나이', 33), ('친구', 32), ('모시', 29), ('노년', 24), ('가족', 24), ('할아버지', 24), ('아버지', 23), ('인생', 23), ('진짜', 22), ('나', 22), ('연기', 22), ('꼭', 19), ('스토리', 19), ('추천', 19), ('마음', 18), ('재미', 17), ('더', 17), ('보고', 16), ('정말', 15), ('눈물', 15), ('여운', 15), ('수', 15), ('것', 14), ('볼', 13), ('어머니', 12), ('좀', 12), ('공감', 12), ('우리', 12), ('시간', 12), ('만', 12), ('그', 12), ('점', 11), ('내', 11), ('다시', 10), ('웃음', 10), ('선생님', 10), ('드라마', 10), ('삶', 9), ('사람', 9), ('이야기', 9), ('저', 9), ('기대', 9), ('대해', 9), ('느낌', 8), ('누구', 8), ('모두', 8), ('가슴', 8), ('사랑', 8), ('무엇', 8), ('강추', 8), ('듯', 8), ('상영', 8), ('끼리', 8), ('또', 7), ('분', 7), ('의미', 7), ('평점', 7), ('한번', 7), ('이', 7), ('마지막', 7), ('엄마', 6), ('어르신', 6), ('전개', 6), ('내내', 6), ('왜', 6), ('노래', 6), ('기분', 6), ('부지', 6), ('살', 6), ('죽음', 6), ('관', 6), ('요즘', 6), ('연기력', 6), ('최고', 6), ('할머니', 6), ('완전', 5), ('박인환', 5), ('작품', 5), ('양희은', 5), ('거', 5), ('시니어', 5), ('임현식', 5), ('중간', 5), ('신구', 5), ('임', 5), ('돈', 5), ('보기', 5), ('세대', 5), ('역시', 5), ('황혼', 5), ('모습', 5), ('샘', 5), ('모든', 5), ('노인', 5), ('바', 4)]"
52,"[('아이', 37), ('살', 15), ('영화', 12), ('뽀잉', 10), ('저', 7), ('보고', 7), ('생각', 6), ('교훈', 5), ('보기', 5), ('아들', 5), ('어른', 4), ('집중', 4), ('그', 4), ('정말', 4), ('애니메이션', 3), ('애', 3), ('또', 3), ('더', 3), ('세', 3), ('스토리', 3), ('점', 3), ('극장판', 2), ('재미', 2), ('티비', 2), ('깔깔', 2), ('거리', 2), ('추석', 2), ('듯', 2), ('때문', 2), ('상영', 2), ('꼭', 2), ('해', 2), ('대요', 2), ('뽀잉뽀잉', 2), ('내', 2), ('로', 2), ('우리', 2), ('역시', 2), ('만', 2), ('개', 2), ('이야기', 2), ('처음', 2), ('자신', 2), ('사랑', 2), ('애니', 2), ('일단', 1), ('기준', 1), ('딸', 1), ('영화관', 1), ('엄마', 1), ('다해', 1), ('예매', 1), ('밥', 1), ('커피', 1), ('조금', 1), ('평일', 1), ('사람', 1), ('옆애', 1), ('연령', 1), ('층', 1), ('위', 1), ('최고', 1), ('자구', 1), ('막', 1), ('때', 1), ('소리', 1), ('데리', 1), ('재미나', 1), ('건우', 1), ('내용', 1), ('감동', 1), ('딸아이', 1), ('여자아이', 1), ('두', 1), ('눈', 1), ('악인', 1), ('길', 1), ('불의', 1), ('여호와', 1), ('리하', 1), ('긍휼', 1), ('하나님', 1), ('오라', 1), ('널리', 1), ('용서', 1), ('이사야', 1), ('딸램', 1), ('뽀로로', 1), ('란', 1), ('밑', 1), ('관계자', 1), ('마지막', 1), ('자막', 1), ('시절', 1), ('말', 1), ('미취', 1), ('학', 1), ('집', 1), ('하루', 1), ('종일', 1)]"
53,"[('아이', 80), ('대박', 46), ('애', 26), ('영화', 21), ('살', 19), ('아들', 17), ('보고', 16), ('추천', 13), ('볼', 12), ('재미', 9), ('애니', 8), ('어른', 8), ('보기', 8), ('생각', 8), ('정말', 8), ('애니메이션', 8), ('진짜', 7), ('딸', 7), ('가족', 7), ('조카', 6), ('요', 6), ('남자', 6), ('우리나라', 6), ('완전', 6), ('저', 5), ('영상', 5), ('아주', 5), ('우리', 5), ('캐릭터', 5), ('시간', 5), ('우주', 5), ('굿', 5), ('눈', 5), ('스토리', 4), ('조금', 4), ('좀', 4), ('별로', 4), ('초집', 4), ('디즈니', 4), ('티', 4), ('기대', 4), ('내용', 4), ('강추', 4), ('의', 4), ('최고', 4), ('제', 4), ('모험', 4), ('데', 3), ('재미나', 3), ('흥미진진', 3), ('간만', 3), ('그냥', 3), ('집중', 3), ('느낌', 3), ('그래픽', 3), ('만', 3), ('더', 3), ('강', 3), ('국산', 3), ('발전', 3), ('돈', 2), ('딸아이', 2), ('애기', 2), ('도', 2), ('이', 2), ('관람', 2), ('패륜', 2), ('요강', 2), ('지금', 2), ('점', 2), ('어린이', 2), ('개', 2), ('이상', 2), ('지루함', 2), ('애가', 2), ('한번', 2), ('수', 2), ('함', 2), ('나', 2), ('쓰레기', 2), ('건가', 2), ('퀄리티', 2), ('손오공', 2), ('동심', 2), ('역시', 2), ('만하', 2), ('장면', 2), ('깔깔', 2), ('더빙', 2), ('별', 2), ('임', 2), ('션', 2), ('처음', 2), ('입', 2), ('것', 2), ('여자아이', 2), ('로버', 2), ('활약', 2), ('영화로', 2), ('더욱', 2)]"
54,"[('아이', 9), ('노잼', 8), ('티비', 6), ('핵', 4), ('애', 4), ('거', 4), ('아들', 4), ('완전', 3), ('개봉', 3), ('상영', 3), ('메카', 3), ('변신', 3), ('때', 3), ('터닝메', 2), ('카드', 2), ('나이', 2), ('판', 2), ('극장판', 2), ('또', 2), ('돈', 2), ('극장', 2), ('뉴', 2), ('정말', 2), ('최고', 2), ('좀', 2), ('조카', 2), ('우리', 1), ('맘충', 1), ('개극혐', 1), ('손오공', 1), ('놈', 1), ('다시', 1), ('방영', 1), ('별로', 1), ('재미', 1), ('기존', 1), ('편집', 1), ('실화', 1), ('임', 1), ('남자', 1), ('종료', 1), ('난해', 1), ('뭐', 1), ('다음', 1), ('해도', 1), ('간다', 1), ('일당', 1), ('불', 1), ('끼리', 1), ('압축', 1), ('깜놀', 1), ('광팬', 1), ('예매', 1), ('얘기', 1), ('당황', 1), ('모처럼', 1), ('데이트', 1), ('둘', 1), ('더', 1), ('점도', 1), ('우려', 1), ('먹기', 1), ('클라스', 1), ('텔레비', 1), ('며칠', 1), ('전', 1), ('공책', 1), ('무료', 1), ('증정', 1), ('난리', 1), ('마스터', 1), ('보고', 1), ('꼭', 1), ('피아제', 1), ('비밀', 1), ('노무현', 1), ('운지', 1), ('요', 1), ('시리즈', 1), ('수정', 1), ('보완', 1), ('게', 1), ('중', 1), ('문제해결', 1), ('에피소드', 1), ('초점', 1), ('스토리', 1), ('수준', 1), ('형편', 1), ('주제곡', 1), ('댜', 1), ('르노', 1), ('라오', 1), ('무아', 1), ('성인', 1), ('재밋던', 1), ('함정', 1), ('데리', 1)]"
55,"[('영화', 4688), ('감독', 2773), ('임시완', 1132), ('연기', 1116), ('배우', 1023), ('설경구', 812), ('점', 679), ('진짜', 593), ('평점', 557), ('사람', 513), ('생각', 486), ('느와르', 453), ('이', 419), ('것', 402), ('보고', 399), ('정말', 395), ('볼', 387), ('연출', 380), ('때문', 379), ('왜', 351), ('말', 348), ('스토리', 348), ('불한당', 336), ('수준', 334), ('최고', 329), ('신세계', 318), ('그냥', 297), ('더', 289), ('작품', 277), ('연기력', 263), ('좀', 244), ('자체', 219), ('하나', 217), ('그', 215), ('재미', 215), ('돈', 212), ('임', 211), ('내용', 208), ('정도', 207), ('시간', 205), ('수', 201), ('평가', 200), ('거', 193), ('쓰레기', 188), ('인성', 188), ('뭐', 187), ('안', 184), ('느낌', 181), ('테러', 179), ('일베', 177), ('인생', 173), ('듯', 166), ('별로', 164), ('내', 159), ('감', 152), ('홍어', 147), ('만', 145), ('반전', 143), ('한국', 140), ('사랑', 139), ('트윗', 139), ('함', 137), ('장면', 133), ('트위터', 132), ('번', 128), ('또', 128), ('여운', 127), ('보지', 125), ('놈', 122), ('정신', 122), ('프리', 118), ('중', 117), ('기대', 117), ('액션', 117), ('즌', 115), ('한국영', 114), ('때', 112), ('역시', 111), ('걸', 109), ('처음', 109), ('나', 107), ('마지막', 106), ('저', 105), ('캐릭터', 105), ('개', 104), ('한번', 104), ('다시', 104), ('최악', 104), ('정선', 103), ('점도', 103), ('알', 102), ('이상', 100), ('노잼', 99), ('프리즌', 98), ('움', 98), ('욕', 97), ('결말', 96), ('꼭', 96), ('추천', 94), ('보기', 93)]"
56,"[('아이', 35), ('스톰', 11), ('아들', 9), ('영화', 8), ('살', 7), ('어른', 6), ('여름', 6), ('또', 6), ('집중', 5), ('재미', 5), ('해적', 4), ('굿', 4), ('애', 4), ('다음', 4), ('보기', 3), ('짱짱', 3), ('결말', 3), ('애니메이션', 3), ('끝', 3), ('초', 3), ('딸', 3), ('액션', 3), ('딸아이', 3), ('추천', 3), ('완전', 3), ('내용', 2), ('더', 2), ('대박', 2), ('후속', 2), ('시리즈', 2), ('푹', 2), ('저', 2), ('듯', 2), ('해', 2), ('좀', 2), ('계속', 2), ('요', 2), ('해양', 2), ('어드벤처', 2), ('레', 2), ('조카', 2), ('진짜', 2), ('신나요', 2), ('시원', 2), ('최고', 2), ('장면', 2), ('방학', 2), ('강추', 2), ('대요', 2), ('잼', 2), ('남아', 2), ('볼', 2), ('흥미진진', 2), ('친구', 2), ('바다', 2), ('기억', 1), ('제', 1), ('울트라', 1), ('슈퍼', 1), ('캡', 1), ('실화', 1), ('감사', 1), ('왜', 1), ('카이조', 1), ('쿠', 1), ('오니', 1), ('오레', 1), ('나루', 1), ('편도', 1), ('스토리', 1), ('관람객', 1), ('아쉬움', 1), ('꼭', 1), ('후', 1), ('속편', 1), ('스톤', 1), ('얼굴', 1), ('삼지', 1), ('화이팅', 1), ('로라', 1), ('엉엉', 1), ('해적선', 1), ('완구', 1), ('집', 1), ('줄', 1), ('래미', 1), ('엔딩', 1), ('려고', 1), ('작정', 1), ('한창', 1), ('갑자기', 1), ('흐지부지', 1), ('뭐', 1), ('이', 1), ('장난', 1), ('닷', 1), ('연결', 1), ('틈', 1), ('남자', 1), ('이상', 1)]"
57,"[('영화', 188), ('성훈', 59), ('연기', 56), ('감독', 52), ('배우', 51), ('부산', 36), ('시간', 36), ('이', 34), ('사투리', 33), ('진짜', 30), ('내', 28), ('스토리', 27), ('좀', 25), ('액션', 23), ('것', 22), ('작품', 21), ('왜', 21), ('상영', 21), ('정말', 20), ('느와르', 19), ('조한선', 18), ('연출', 18), ('윤소이', 16), ('형제', 16), ('돈', 15), ('연기력', 14), ('더', 14), ('관', 14), ('보고', 13), ('하나', 13), ('최고', 13), ('점', 13), ('꼭', 12), ('그냥', 12), ('평점', 12), ('볼', 12), ('최악', 12), ('데이트', 11), ('결말', 11), ('거', 11), ('끝', 11), ('클레멘타인', 11), ('생각', 11), ('사람', 11), ('나', 11), ('이건', 10), ('임', 10), ('안', 10), ('투자', 10), ('내용', 10), ('뭐', 10), ('조연', 10), ('천사몽', 9), ('개봉', 9), ('느낌', 9), ('정도', 9), ('애', 9), ('기대', 9), ('감성', 9), ('듯', 8), ('나름', 8), ('친구', 8), ('감동', 8), ('걸', 8), ('수', 8), ('이영화', 8), ('류', 8), ('다음', 8), ('항애', 7), ('드라마', 7), ('다른', 7), ('출연', 7), ('도대체', 7), ('전개', 7), ('역대', 7), ('못', 7), ('역시', 7), ('시나리오', 7), ('영화관', 7), ('줄', 7), ('수준', 7), ('지금', 7), ('극장', 7), ('얼굴', 6), ('번', 6), ('수작', 6), ('집', 6), ('관객', 6), ('말', 6), ('화이팅', 6), ('무슨', 6), ('집중', 6), ('댓글', 6), ('개', 6), ('마지막', 6), ('문제', 6), ('신', 6), ('삼류', 6), ('욕', 6), ('인생', 6)]"
58,"[('영화', 26), ('연기', 7), ('배우', 5), ('스토리', 4), ('꼭', 4), ('것', 4), ('감동', 4), ('정말', 3), ('임', 3), ('우리', 3), ('감독', 3), ('최고', 3), ('공무원', 3), ('저예산영화', 3), ('재미', 3), ('생각', 3), ('연기력', 2), ('보기', 2), ('소름', 2), ('때', 2), ('강추', 2), ('예산', 2), ('걸', 2), ('평점', 2), ('왜', 2), ('시작', 2), ('심영', 2), ('이', 2), ('점', 2), ('무조건', 2), ('재', 2), ('개봉', 2), ('다시', 2), ('롯데', 2), ('장', 2), ('태령', 2), ('관계자', 2), ('시간', 2), ('봄', 2), ('또', 2), ('주제', 2), ('화이팅', 2), ('역', 2), ('악역', 2), ('아주', 2), ('청렴', 2), ('실향민', 2), ('현실', 2), ('도시', 1), ('엉터리', 1), ('텅리', 1), ('수준', 1), ('개판', 1), ('전', 1), ('출연', 1), ('진', 1), ('국어', 1), ('책', 1), ('처리', 1), ('절제', 1), ('병맛', 1), ('덤', 1), ('자', 1), ('수작', 1), ('간만', 1), ('영', 1), ('한국', 1), ('스타일', 1), ('칸', 1), ('미장센', 1), ('통', 1), ('향수', 1), ('알바', 1), ('명', 1), ('알', 1), ('재연배우', 1), ('집합', 1), ('줄', 1), ('김영인', 1), ('국민', 1), ('소액', 1), ('모금', 1), ('이야기', 1), ('서울', 1), ('잠실', 1), ('타워', 1), ('층', 1), ('시네마', 1), ('관', 1), ('오후', 1), ('청년', 1), ('어른', 1), ('보아', 1), ('국민정신', 1), ('교육', 1), ('도대체', 1), ('실화', 1), ('바탕', 1), ('정의', 1), ('구현', 1)]"
59,"[('영화', 16), ('감동', 8), ('강', 5), ('정말', 4), ('꼭', 4), ('크리스천', 4), ('하나님', 3), ('생각', 3), ('관람', 3), ('다시', 2), ('이', 2), ('시대', 2), ('저', 2), ('감사', 2), ('가슴', 2), ('사랑', 2), ('추천', 2), ('노잼', 2), ('상영', 2), ('웃음', 2), ('최고', 2), ('파파', 1), ('오랑', 1), ('후', 1), ('감명', 1), ('한번', 1), ('알', 1), ('역사', 1), ('일어나고', 1), ('신앙', 1), ('믿음', 1), ('회복', 1), ('다큐', 1), ('내내', 1), ('눈물', 1), ('덕분', 1), ('살', 1), ('계심', 1), ('수', 1), ('가족', 1), ('주심', 1), ('노오', 1), ('오오', 1), ('잼', 1), ('이임', 1), ('틈', 1), ('순간', 1), ('부모님', 1), ('보고', 1), ('상황', 1), ('희망', 1), ('진짜', 1), ('힐링', 1), ('캬', 1), ('인생', 1), ('역대', 1), ('라면', 1), ('뜻', 1), ('지금', 1), ('선데이', 1), ('가나다', 1), ('라마', 1), ('바사', 1), ('차캉', 1), ('시사회', 1), ('재', 1), ('려고', 1), ('하니', 1), ('관', 1), ('일반', 1), ('다큐멘터리', 1), ('더', 1), ('시간', 1), ('적극', 1), ('아주', 1), ('울음', 1), ('도가니', 1), ('매우', 1), ('심령', 1), ('야성', 1), ('간', 1), ('반드시', 1), ('내', 1), ('삶', 1)]"
60,"[('영화', 55), ('연기', 44), ('정채', 38), ('연', 34), ('영상', 24), ('음악', 20), ('산이', 18), ('스토리', 17), ('좀', 15), ('배우', 15), ('채연', 13), ('생각', 12), ('상미', 11), ('평점', 10), ('베트남', 8), ('미가', 7), ('더', 7), ('진짜', 7), ('알바', 7), ('점', 7), ('뭐', 7), ('개연', 6), ('그냥', 6), ('정말', 5), ('도', 5), ('느낌', 5), ('것', 4), ('보기', 4), ('듯', 4), ('왜', 4), ('전개', 4), ('응원', 4), ('힐링', 4), ('노래', 4), ('자체', 4), ('하나', 4), ('스크린', 4), ('양심', 4), ('재미', 3), ('군인', 3), ('때', 3), ('남자', 3), ('주연', 3), ('비주', 3), ('얼', 3), ('그', 3), ('이', 3), ('흥행', 3), ('존예', 3), ('팬', 3), ('연기력', 3), ('이해', 3), ('나', 3), ('내용', 3), ('조금', 3), ('거', 3), ('눈', 3), ('돈', 3), ('최고', 3), ('감동', 3), ('사랑', 3), ('볼', 3), ('보고', 3), ('지금', 3), ('화이팅', 3), ('미모', 3), ('게', 3), ('첫', 3), ('노잼', 3), ('시간', 3), ('작품', 3), ('미도', 3), ('함', 2), ('자', 2), ('제일', 2), ('이상', 2), ('몰입', 2), ('피아노', 2), ('곡', 2), ('완전', 2), ('주인공', 2), ('제대로', 2), ('설명', 2), ('부분', 2), ('출연', 2), ('모든', 2), ('조작', 2), ('김치', 2), ('강추', 2), ('최악', 2), ('기도', 2), ('추천', 2), ('뭔가', 2), ('감성', 2), ('이번', 2), ('편견', 2), ('장면', 2), ('댓글', 2), ('팬심', 2), ('움', 2)]"
